0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.100000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,1.680000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,1.080000000000000000e+02,1.000000000000000000e+00
4.000000000000000000e+00,2.610000000000000000e+02,1.000000000000000000e+00
5.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00
6.000000000000000000e+00,5.400000000000000000e+01,1.000000000000000000e+00
7.000000000000000000e+00,3.100000000000000000e+01,0.000000000000000000e+00
8.000000000000000000e+00,3.600000000000000000e+01,0.000000000000000000e+00
9.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.340000000000000000e+02,0.000000000000000000e+00
