0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.370000000000000000e+02,8.000000000000000000e+00
2.000000000000000000e+00,1.030000000000000000e+02,8.000000000000000000e+00
3.000000000000000000e+00,8.500000000000000000e+01,8.000000000000000000e+00
4.000000000000000000e+00,9.300000000000000000e+01,8.000000000000000000e+00
5.000000000000000000e+00,1.010000000000000000e+02,8.000000000000000000e+00
6.000000000000000000e+00,7.700000000000000000e+01,8.000000000000000000e+00
7.000000000000000000e+00,1.020000000000000000e+02,8.000000000000000000e+00
8.000000000000000000e+00,2.080000000000000000e+02,8.000000000000000000e+00
9.000000000000000000e+00,1.430000000000000000e+02,8.000000000000000000e+00
1.000000000000000000e+01,1.480000000000000000e+02,8.000000000000000000e+00
