0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.020000000000000000e+02,8.000000000000000000e+00
2.000000000000000000e+00,6.800000000000000000e+01,8.000000000000000000e+00
3.000000000000000000e+00,1.300000000000000000e+02,8.000000000000000000e+00
4.000000000000000000e+00,1.340000000000000000e+02,8.000000000000000000e+00
5.000000000000000000e+00,6.300000000000000000e+01,8.000000000000000000e+00
6.000000000000000000e+00,1.090000000000000000e+02,8.000000000000000000e+00
7.000000000000000000e+00,1.310000000000000000e+02,8.000000000000000000e+00
8.000000000000000000e+00,1.030000000000000000e+02,8.000000000000000000e+00
9.000000000000000000e+00,1.130000000000000000e+02,8.000000000000000000e+00
1.000000000000000000e+01,1.210000000000000000e+02,8.000000000000000000e+00
