0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.290000000000000000e+02,8.000000000000000000e+00
2.000000000000000000e+00,8.100000000000000000e+01,8.000000000000000000e+00
3.000000000000000000e+00,1.050000000000000000e+02,8.000000000000000000e+00
4.000000000000000000e+00,1.110000000000000000e+02,8.000000000000000000e+00
5.000000000000000000e+00,9.100000000000000000e+01,8.000000000000000000e+00
6.000000000000000000e+00,1.130000000000000000e+02,8.000000000000000000e+00
7.000000000000000000e+00,1.230000000000000000e+02,8.000000000000000000e+00
8.000000000000000000e+00,1.080000000000000000e+02,8.000000000000000000e+00
9.000000000000000000e+00,1.260000000000000000e+02,8.000000000000000000e+00
1.000000000000000000e+01,1.400000000000000000e+02,8.000000000000000000e+00
