0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.600000000000000000e+01,8.000000000000000000e+00
2.000000000000000000e+00,1.390000000000000000e+02,8.000000000000000000e+00
3.000000000000000000e+00,1.810000000000000000e+02,8.000000000000000000e+00
4.000000000000000000e+00,1.310000000000000000e+02,8.000000000000000000e+00
5.000000000000000000e+00,1.790000000000000000e+02,8.000000000000000000e+00
6.000000000000000000e+00,7.400000000000000000e+01,8.000000000000000000e+00
7.000000000000000000e+00,7.500000000000000000e+01,8.000000000000000000e+00
8.000000000000000000e+00,1.450000000000000000e+02,8.000000000000000000e+00
9.000000000000000000e+00,9.600000000000000000e+01,8.000000000000000000e+00
1.000000000000000000e+01,8.700000000000000000e+01,8.000000000000000000e+00
